ID,Beacon_Score,Mortgage_Balance,Services,Avg_Monthly_Transactions,Has_Payroll,Has_Investment,Has_Visa,VISA_balance,Has_Deposit,Not_Mortgage_Balance,Income,Age,Gender,Sector,Tenure_In_Months,City,TermInMonths,TermToMaturity,NumberOfParties,InterestRate,Type,not mortgage lending,deposit
1216,619,897970.58,8,187,1,0,1,0,1,858448.2,NA,54,F,Regular,411,BURNABY                                                                                             ,24,3,2,0.0299,FixedTFixedR,93331.0586,765117.1414
3046,734,166013.69,4,186,1,0,0,0,1,26735.14,200543.5722,67,M,Regular,419,NORTH VANCOUVER                                                                                     ,48,24.5,2,0.0314,FixedTFixedR,8197.410428,18537.72957
2032,762,268359.36,5,186,1,0,1,2072.690479,1,268135.82,NA,56,M,Regular,444,NORTH VANCOUVER                                                                                     ,36,15,1.5,0.0309,FixedTFixedR,132569.3052,135566.5148
493,810,70486.59,7,186,1,1,1,1687.758121,1,95496.06,NA,53,M,Staff,318,PORT COQUITLAM                                                                                      ,60,5,2,0.0269,FixedTFixedR,9469.10618,86026.95382
2173,741,254754.19,6,186,0,0,1,0,1,12415.66,NA,48,M,Regular,169,SECHELT                                                                                             ,60,22,2,0.0274,FixedTFixedR,1317.621169,11098.03883
6232,734,916970.23,9,186,1,1,1,338.6653962,1,468522.02,NA,47,F,Regular,311,BURNABY                                                                                             ,60,14.5,3,0.0269,FixedTFixedR,288182.7001,180339.3199
3108,717,438600,8,186,1,1,1,0,1,60745.23,162928.4956,45,M,Staff,415,MAPLE RIDGE                                                                                         ,60,12,2,0.0235,FixedTVariableR,19182.64225,41562.58775
6319,758,313795.81,6,186,1,0,1,0,1,16658.32,271007.5395,39,M,Regular,217,PORT COQUITLAM                                                                                      ,60,2,1,0.0299,FixedTFixedR,9752.698028,6905.621972
10738,723,387977.98,5,185,1,0,1,0,1,36697.09,NA,60,M,Regular,211,ALDERGROVE                                                                                          ,36,11.5,2,0.0334,FixedTFixedR,27033.62604,9663.463963
9359,780,1366581.62,9,184,1,1,1,0,1,1050448.21,NA,61,M,Staff,429,COQUITLAM                                                                                           ,30,6,4,0.0299,FixedTFixedR,466081.8805,584366.3295
2154,767,65697.61,7,184,1,0,1,0,1,69526.18,NA,53,F,Regular,237,BURNABY                                                                                             ,60,8,1,0.0269,FixedTFixedR,53177.66987,16348.51013
1819,800,315981.09,6,184,1,1,1,0,1,219098.63,NA,51,M,Regular,351,LANGLEY                                                                                             ,60,13.5,2,0.0284,FixedTFixedR,129622.7146,89475.91544
8739,699,269807.01,5,184,1,0,1,0,1,43394.05,NA,47,M,Regular,216,GARIBALDI HIGHLANDS                                                                                 ,60,6,2,0.0279,FixedTFixedR,27124.47485,16269.57515
9490,800,655478.36,8,183,1,1,0,0,1,469103.03,NA,57,M,Regular,219,COQUITLAM                                                                                           ,60,12,1,0.0335,FixedTVariableR,124086.7634,345016.2666
774,676,2673111.17,6,183,1,0,1,1705.398283,1,612507.67,NA,47,F,Regular,461,BURNABY                                                                                             ,60,13.75,3,0.0335,FixedTVariableR,498083.4864,114424.1836
2500,712,528295.89,7,182,1,0,1,0,1,242031.18,NA,61,M,Regular,303,LANGLEY                                                                                             ,60,5.5,1,0.0365,FixedTVariableR,109694.3349,132336.8451
7275,771,206599.6,5,182,1,0,0,0,1,236372.5,NA,60,F,Regular,427,SURREY                                                                                              ,60,18,2,0.038,FixedTVariableR,29243.02363,207129.4764
5257,754,451165.04,5,182,1,0,1,1393.068389,1,92030.15,NA,54,F,Regular,249,NORTH VANCOUVER                                                                                     ,60,4,1,0.0279,FixedTFixedR,10267.41247,81762.73753
6671,741,272818.15,6,182,1,0,0,0,1,426701.14,NA,54,M,Regular,360,BURNABY                                                                                             ,60,16,2,0.0294,FixedTFixedR,82925.82992,343775.3101
12336,735,153513.69,6,182,1,0,1,0,1,100183.71,NA,53,M,Regular,115,VICTORIA                                                                                            ,60,25,1,0.0269,FixedTFixedR,88144.87916,12038.83084
4020,822,515707.13,6,182,1,1,0,0,1,204463.55,NA,49,M,Regular,281,MAPLE RIDGE                                                                                         ,24,5,2,0.0299,FixedTFixedR,157164.0793,47299.47068
8805,699,474389.51,9,182,1,1,1,2417.738028,1,87505.06,NA,40,M,Staff,189,SURREY                                                                                              ,60,16,2,0.0237,OpenTFixedR,9328.362145,78176.69785
6999,759,3193293.42,6,181,1,1,0,0,1,427592.92,NA,62,F,Regular,330,VANCOUVER                                                                                           ,60,14,2,0.037,FixedTVariableR,43745.57234,383847.3477
10225,782,366562.38,4,181,1,0,0,0,1,56061.58,NA,55,F,Regular,318,VANCOUVER                                                                                           ,60,9,2,0.0269,FixedTFixedR,19377.75925,36683.82075
796,597,400076.7,4,181,1,0,0,0,1,141234.16,NA,51,M,Regular,323,DELTA                                                                                               ,60,11,2,0.0335,FixedTVariableR,72140.87939,69093.28061
7731,777,214390.02,6,181,1,0,1,924.1369527,1,49557.94,NA,46,F,Regular,315,SURREY                                                                                              ,60,6,2,0.0345,FixedTVariableR,18877.17258,30680.76742
290,675,435441.46,8,181,1,0,1,1354.356632,1,69390.15,NA,44,M,Regular,177,KELOWNA                                                                                             ,60,5,2,0.0345,FixedTVariableR,41913.11149,27477.03851
2540,765,382934.62,8,181,1,1,1,0,1,236431.43,NA,36,F,Staff,230,LANGLEY                                                                                             ,60,15,2,0.0237,OpenTFixedR,202770.7762,33660.65376
9418,608,650754.51,5,180,1,0,0,0,1,524783,NA,47,M,Regular,470,VANCOUVER                                                                                           ,36,18,2,0.0309,FixedTFixedR,253547.6513,271235.3487
2134,794,887231.21,5,180,1,0,1,0,1,76522.78,282193.5001,44,M,Regular,201,VANCOUVER                                                                                           ,60,15,2,0.037,FixedTVariableR,31296.83226,45225.94774
9430,825,270931.3,5,179,1,0,1,0,1,21059.93,NA,55,F,Regular,318,VANCOUVER                                                                                           ,48,25,1,0.0354,FixedTFixedR,9596.086977,11463.84302
4652,656,116832.65,6,179,1,0,1,657.8193938,1,110615.32,NA,53,F,Staff,150,PITT MEADOWS                                                                                        ,60,12,2,0.0269,FixedTFixedR,105013.1792,5602.140774
3799,751,445558.38,8,179,1,1,1,672.6509084,1,180686.08,NA,41,M,Regular,137,VANCOUVER                                                                                           ,40.5,18,3,0.0274,FixedTFixedR,95250.91571,85435.16429
8866,627,474991.92,6,179,1,0,1,0,1,29616.03,NA,41,M,Regular,210,NANAIMO                                                                                             ,60,17,4,0.0299,FixedTFixedR,6061.850807,23554.17919
5227,718,341052.72,6,178,1,0,1,0,1,95109.01,NA,46,M,Regular,124,WHISTLER                                                                                            ,60,7,2,0.0365,FixedTVariableR,36881.22902,58227.78098
5457,735,373874.39,8,178,1,0,1,0,1,51024.38,NA,43,F,Regular,150,GIBSONS                                                                                             ,60,11,2,0.0269,FixedTFixedR,28229.97199,22794.40801
5966,771,59010.66,6,177,1,0,1,0,1,72908.29,NA,65,M,Regular,478,BURNABY                                                                                             ,60,18,2,0.0279,FixedTFixedR,12012.48925,60895.80075
2088,735,1263866.04,9,177,1,1,1,0,1,675381.84,NA,60,F,Staff,399,PORT COQUITLAM                                                                                      ,60,24,2,0.0254,FixedTFixedR,64648.67547,610733.1645
1167,669,189257.45,7,177,1,1,1,0,1,86290.75,NA,56,F,Staff,408,COQUITLAM                                                                                           ,60,15,2,0.0345,OpenTVariableR,71475.97376,14814.77624
2344,764,319559.41,4,177,1,0,0,0,1,8651.14,NA,53,M,Regular,320,COQUITLAM                                                                                           ,60,13,2,0.0279,FixedTFixedR,3141.035716,5510.104284
2053,715,620693.56,6,177,1,1,1,111.365857,1,227681.8,NA,46,M,Regular,201,NORTH VANCOUVER                                                                                     ,60,3,2,0.0355,FixedTVariableR,73528.29871,154153.5013
2800,685,297912.68,8,176,1,1,1,456.9862823,1,451764.49,NA,64,F,Staff,417,SURREY                                                                                              ,60,13.5,2,0.0237,OpenTFixedR,305706.8035,146057.6865
1088,663,192147.93,6,176,0,0,1,1230.467674,1,62745.29,NA,61,F,Regular,339,VANCOUVER                                                                                           ,60,21,2,0.0269,FixedTFixedR,58953.8687,3791.4213
4920,761,143686.53,7,176,1,1,1,974.9396273,1,32517.3,NA,52,M,Regular,215,MAPLE RIDGE                                                                                         ,60,6,2,0.0279,FixedTFixedR,12302.06529,20215.23471
7962,758,136319.74,6,176,1,0,1,0,1,66193.64,NA,41,M,Regular,214,SURREY                                                                                              ,60,9,2,0.0335,FixedTVariableR,19039.4847,47154.1553
210,656,430339.06,8,175,1,0,1,2082.688588,1,120545.53,NA,62,M,Regular,286,NORTH VANCOUVER                                                                                     ,60,15,2,0.0385,FixedTVariableR,80455.72092,40089.80908
2831,789,21015.91,8,175,1,0,1,2153.470676,1,221594.76,NA,59,F,Regular,202,BOWEN ISLAND                                                                                        ,60,18,1,0.0335,FixedTVariableR,126546.703,95048.05699
8384,791,132246.17,9,175,1,1,1,0,1,106369.48,NA,50,M,Staff,113,NORTH VANCOUVER                                                                                     ,36,23,2,0.0309,FixedTFixedR,98534.20254,7835.277464
7086,752,1090830.49,5,175,1,0,1,0,1,193854.81,NA,48,M,Regular,267,RICHMOND                                                                                            ,24,6,3,0.0299,FixedTFixedR,69834.20286,124020.6071
5715,793,79155.19,6,175,1,0,1,0,1,78512.1,NA,45,F,Staff,259,MAPLE RIDGE                                                                                         ,48,12.5,2,0.0279,FixedTFixedR,10547.70219,67964.39781
